CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/19/2016,7:00,,,40.754864,-73.85255,"(40.754864, -73.85255)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543318,Sedan,Taxi,,,
10/19/2016,9:30,,,40.833282,-73.82836,"(40.833282, -73.82836)",EAST TREMONT AVENUE             ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3547230,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
10/19/2016,14:25,BRONX,10459,40.823074,-73.8918,"(40.823074, -73.8918)",SOUTHERN BOULEVARD              ,ALDUS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543278,Sedan,Box Truck,,,
10/19/2016,4:20,BROOKLYN,11203,40.66319,-73.93727,"(40.66319, -73.93727)",LEFFERTS AVENUE                 ,TROY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3548485,Station Wagon/Sport Utility Vehicle,,,,
10/19/2016,15:10,,,40.727566,-73.929276,"(40.727566, -73.929276)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543373,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,18:55,QUEENS,11374,40.72382,-73.868774,"(40.72382, -73.868774)",WOODHAVEN BOULEVARD             ,63 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543859,Pick-up Truck,Sedan,,,
10/19/2016,8:30,MANHATTAN,10035,40.799564,-73.93591,"(40.799564, -73.93591)",EAST 120 STREET                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3543316,Sedan,Sedan,,,
10/19/2016,13:45,MANHATTAN,10035,40.802395,-73.936775,"(40.802395, -73.936775)",EAST 123 STREET                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3546839,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,12:09,QUEENS,11435,40.70188,-73.80553,"(40.70188, -73.80553)",JAMAICA AVENUE                  ,149 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3544194,Sedan,,,,
10/19/2016,17:12,BRONX,10460,40.83997,-73.876884,"(40.83997, -73.876884)",,,1111      EAST TREMONT AVENUE           ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3544198,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/19/2016,15:28,BROOKLYN,11211,40.712646,-73.95824,"(40.712646, -73.95824)",,,237       SOUTH 1 STREET                ,0,0,0,0,0,0,0,0,Passenger Distraction,Driver Inattention/Distraction,,,,3543433,Sedan,Sedan,,,
10/19/2016,9:30,,,40.840775,-73.87246,"(40.840775, -73.87246)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542882,Sedan,Sedan,,,
10/19/2016,17:50,,,40.82755,-73.93126,"(40.82755, -73.93126)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3543836,Sedan,Sedan,,,
10/19/2016,11:05,QUEENS,11434,40.660233,-73.767944,"(40.660233, -73.767944)",,,147-07    BREWER BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543002,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,10:30,BROOKLYN,11235,40.58317,-73.953445,"(40.58317, -73.953445)",EMMONS AVENUE                   ,EAST 15 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543478,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,17:30,,,40.666035,-73.7592,"(40.666035, -73.7592)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543334,Sedan,Sedan,,,
10/19/2016,9:00,MANHATTAN,10037,40.814102,-73.940865,"(40.814102, -73.940865)",WEST 135 STREET                 ,LENOX AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3543548,Van,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,19:50,MANHATTAN,10003,40.724907,-73.99233,"(40.724907, -73.99233)",EAST 1 STREET                   ,BOWERY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3543819,Sedan,Van,,,
10/19/2016,12:30,,,40.729343,-74.00366,"(40.729343, -74.00366)",DOWNING STREET                  ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3545153,Sedan,Pick-up Truck,,,
10/19/2016,20:20,BROOKLYN,11229,40.597263,-73.95101,"(40.597263, -73.95101)",OCEAN AVENUE                    ,AVENUE V,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3544199,Sedan,Bike,,,
10/19/2016,14:55,,,40.67578,-74.0014,"(40.67578, -74.0014)",HAMILTON AVENUE                 ,WEST 9 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3543236,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,10:48,BROOKLYN,11218,40.63965,-73.967926,"(40.63965, -73.967926)",CORTELYOU ROAD                  ,STRATFORD ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3545220,Box Truck,Sedan,,,
10/19/2016,15:35,MANHATTAN,10031,40.818947,-73.95221,"(40.818947, -73.95221)",WEST 135 STREET                 ,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inexperience,,,,3543509,Bus,Sedan,,,
10/19/2016,8:10,QUEENS,11694,40.57979,-73.84319,"(40.57979, -73.84319)",BEACH 122 STREET                ,NEWPORT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3543205,Sedan,Sedan,,,
10/19/2016,11:45,STATEN ISLAND,10312,40.56049,-74.1959,"(40.56049, -74.1959)",,,1781      ARTHUR KILL ROAD              ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3543543,SANIT,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,14:00,,,40.57476,-74.16987,"(40.57476, -74.16987)",RICHMOND AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543361,Sedan,Sedan,,,
10/19/2016,14:50,MANHATTAN,10017,40.75112,-73.97127,"(40.75112, -73.97127)",EAST 44 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3543297,Sedan,Sedan,,,
10/19/2016,8:00,,,40.806835,-73.924355,"(40.806835, -73.924355)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543997,Sedan,Flat Bed,,,
10/19/2016,22:30,QUEENS,11430,40.66615,-73.80575,"(40.66615, -73.80575)",SOUTH CONDUIT AVENUE            ,134 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3543376,Sedan,Sedan,,,
10/19/2016,13:35,,,40.76282,-73.92029,"(40.76282, -73.92029)",35 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543674,Sedan,,,,
10/19/2016,10:14,,,40.71444,-73.83127,"(40.71444, -73.83127)",UNION TURNPIKE                  ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542990,Sedan,Bus,,,
10/19/2016,17:20,MANHATTAN,10023,40.776897,-73.97547,"(40.776897, -73.97547)",CENTRAL PARK WEST               ,WEST 73 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3543300,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,11:45,MANHATTAN,10036,40.757233,-73.9898,"(40.757233, -73.9898)",WEST 42 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543919,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,6:20,QUEENS,11101,40.752975,-73.91024,"(40.752975, -73.91024)",NORTHERN BOULEVARD              ,51 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543092,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,20:50,,,40.776875,-73.94938,"(40.776875, -73.94938)",EAST 86 STREET                  ,,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543594,Sedan,Sedan,,,
10/19/2016,14:10,,,40.672855,-73.87131,"(40.672855, -73.87131)",SUTTER AVENUE                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3543785,Sedan,,,,
10/19/2016,22:00,,,40.607185,-74.16239,"(40.607185, -74.16239)",RICHMOND AVENUE                 ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,,,,,,3543365,,,,,
10/19/2016,15:15,QUEENS,11372,40.747536,-73.884865,"(40.747536, -73.884865)",ROOSEVELT AVENUE                ,81 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543539,Sedan,Sedan,,,
10/19/2016,0:14,,,40.758965,-73.95819,"(40.758965, -73.95819)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3542873,Tractor Truck Diesel,,,,
10/19/2016,17:20,BROOKLYN,11226,40.642017,-73.96266,"(40.642017, -73.96266)",CORTELYOU ROAD                  ,EAST 17 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3545238,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,14:30,,,40.70519,-73.800064,"(40.70519, -73.800064)",160 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3544190,Sedan,USPS,,,
10/19/2016,21:00,,,40.66147,-73.98613,"(40.66147, -73.98613)",7 AVENUE                        ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3544742,Sedan,Sedan,,,
10/19/2016,11:37,BROOKLYN,11232,40.65823,-74.00035,"(40.65823, -74.00035)",29 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543870,Sedan,Box Truck,,,
10/19/2016,9:12,BROOKLYN,11201,40.6985,-73.98698,"(40.6985, -73.98698)",JAY STREET                      ,NASSAU STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3544260,Sedan,,,,
10/19/2016,8:25,,,40.625183,-74.14949,"(40.625183, -74.14949)",,,1812      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543357,Station Wagon/Sport Utility Vehicle,Box Truck,,,
10/19/2016,17:30,,,40.753407,-73.852356,"(40.753407, -73.852356)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543388,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,11:30,BRONX,10472,40.828102,-73.86323,"(40.828102, -73.86323)",,,1847      WATSON AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542944,Sedan,,,,
10/19/2016,15:02,STATEN ISLAND,10302,40.630898,-74.13047,"(40.630898, -74.13047)",POST AVENUE                     ,JEWETT AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3547689,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,7:15,,,,,,Peck Slip & Pearl St            ,watchogue rd,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3543356,Sedan,,,,
10/19/2016,19:05,BROOKLYN,11216,40.680153,-73.9375,"(40.680153, -73.9375)",,,490       MARCUS GARVEY BOULEVARD       ,0,0,0,0,0,0,0,0,Cell Phone (hand-Held),Unsafe Lane Changing,,,,3543696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,13:45,,,40.760403,-73.98748,"(40.760403, -73.98748)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543290,Sedan,Sedan,,,
10/19/2016,5:30,,,40.749866,-73.98593,"(40.749866, -73.98593)",WEST 35 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543601,Pick-up Truck,,,,
10/19/2016,15:20,,,40.708424,-73.95791,"(40.708424, -73.95791)",BROADWAY                        ,,,1,0,0,0,1,0,0,0,Oversized Vehicle,Following Too Closely,,,,3546474,Bus,Bike,,,
10/19/2016,8:10,QUEENS,11434,40.670837,-73.767395,"(40.670837, -73.767395)",,,140-50    173 STREET                    ,0,0,0,0,0,0,0,0,Tinted Windows,Unspecified,,,,3543032,Sedan,Sedan,,,
10/19/2016,1:30,,,40.730366,-73.91388,"(40.730366, -73.91388)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543168,Taxi,Sedan,,,
10/19/2016,10:25,BRONX,10461,40.856087,-73.85569,"(40.856087, -73.85569)",,,2141      WILLIAMSBRIDGE ROAD           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543204,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,18:45,QUEENS,11429,40.713993,-73.748856,"(40.713993, -73.748856)",,,98-18     211 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543335,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,14:30,BROOKLYN,,40.695072,-73.990105,"(40.695072, -73.990105)",JOHNSON STREET                  ,CADMAN PLAZA EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,3543370,Sedan,Pick-up Truck,,,
10/19/2016,17:48,,,40.630943,-74.07715,"(40.630943, -74.07715)",WILLIAM STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543615,Sedan,Pick-up Truck,,,
10/19/2016,15:30,BRONX,10457,40.84744,-73.89968,"(40.84744, -73.89968)",EAST TREMONT AVENUE             ,PARK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Following Too Closely,,,,3543437,Box Truck,Sedan,,,
10/19/2016,23:00,QUEENS,11422,40.6622,-73.73987,"(40.6622, -73.73987)",241 STREET                      ,WELLER AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3543338,Station Wagon/Sport Utility Vehicle,Convertible,,,
10/19/2016,11:30,BRONX,10468,40.868282,-73.90107,"(40.868282, -73.90107)",WEST KINGSBRIDGE ROAD           ,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,3543447,Sedan,Pick-up Truck,Pick-up Truck,,
10/19/2016,20:30,BROOKLYN,11238,40.689106,-73.95813,"(40.689106, -73.95813)",,,433       LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3543703,Sedan,,,,
10/19/2016,15:00,QUEENS,11435,40.699017,-73.80696,"(40.699017, -73.80696)",SUTPHIN BOULEVARD               ,94 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3546043,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,11:58,,,40.71091,-73.85373,"(40.71091, -73.85373)",METROPOLITAN AVENUE             ,70 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543520,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,6:45,,,,,,5935 Shore Parkway              ,Rockaway Parkway,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543501,Station Wagon/Sport Utility Vehicle,,,,
10/19/2016,16:15,,,40.70983,-74.01468,"(40.70983, -74.01468)",WEST STREET                     ,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3543224,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bus,,
10/19/2016,9:30,BROOKLYN,11249,40.69819,-73.96191,"(40.69819, -73.96191)",CLASSON AVENUE                  ,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3543367,Sedan,Tractor Truck Diesel,,,
10/19/2016,9:40,QUEENS,11417,40.673748,-73.84324,"(40.673748, -73.84324)",CROSS BAY BOULEVARD             ,LINDEN BOULEVARD,,6,0,0,0,0,0,6,0,Unspecified,Unspecified,,,,3542994,Pick-up Truck,Sedan,,,
10/19/2016,0:10,,,40.69119,-73.9978,"(40.69119, -73.9978)",HICKS STREET                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3545529,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,11:11,MANHATTAN,10013,40.720436,-74.00671,"(40.720436, -74.00671)",BEACH STREET                    ,VARICK STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3545489,Taxi,Refrigerated Van,,,
10/19/2016,23:30,QUEENS,11364,40.741665,-73.75565,"(40.741665, -73.75565)",,,220-23    73 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543727,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,8:15,,,,,,BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3542932,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
10/19/2016,10:15,,,40.77855,-73.925674,"(40.77855, -73.925674)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3545151,Sedan,,,,
10/19/2016,6:30,MANHATTAN,10026,40.80324,-73.95472,"(40.80324, -73.95472)",,,262       WEST 115 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3543910,Sedan,,,,
10/19/2016,14:45,,,40.728947,-73.92793,"(40.728947, -73.92793)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Driver Inattention/Distraction,,,,3544572,Pick-up Truck,Sedan,,,
10/19/2016,8:00,BROOKLYN,11229,40.600426,-73.941895,"(40.600426, -73.941895)",NOSTRAND AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3543475,Sedan,Sedan,,,
10/19/2016,19:30,,,40.762386,-73.98249,"(40.762386, -73.98249)",WEST 52 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543286,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,13:30,MANHATTAN,10021,40.770752,-73.95695,"(40.770752, -73.95695)",EAST 75 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543486,Sedan,Sedan,,,
10/19/2016,12:18,MANHATTAN,10027,40.807472,-73.94685,"(40.807472, -73.94685)",,,123       WEST 124 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3543865,Bus,Sedan,,,
10/19/2016,16:00,,,40.828094,-73.81795,"(40.828094, -73.81795)",THROGS NECK EXPY                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3555660,Tractor Truck Diesel,Sedan,,,
10/19/2016,20:41,,,40.819496,-73.819664,"(40.819496, -73.819664)",CALHOUN AVENUE                  ,,,1,0,1,0,0,0,0,0,,,,,,3543472,,,,,
10/19/2016,14:00,,,,,,WHITESTONE EXPRESSWAY           ,20 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3543023,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,0:50,MANHATTAN,10022,40.761234,-73.96389,"(40.761234, -73.96389)",2 AVENUE                        ,EAST 60 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,3542935,Bike,Taxi,,,
10/19/2016,12:25,,,40.81876,-73.92721,"(40.81876, -73.92721)",GRAND CONCOURSE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543013,Sedan,Tractor Truck Diesel,,,
10/19/2016,17:30,MANHATTAN,10029,40.790623,-73.942444,"(40.790623, -73.942444)",EAST 106 STREET                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,3544366,Sedan,Sedan,,,
10/19/2016,19:10,BROOKLYN,11228,40.620304,-74.00743,"(40.620304, -74.00743)",13 AVENUE                       ,BAY RIDGE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543401,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,14:36,,,40.52864,-74.21685,"(40.52864, -74.21685)",DRUMGOOLE ROAD WEST             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543563,Sedan,Sedan,,,
10/19/2016,8:45,,,,,,HAMILTON AVENUE                 ,3 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3543029,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/19/2016,2:24,BRONX,10454,40.80719,-73.92431,"(40.80719, -73.92431)",EAST 135 STREET                 ,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3544001,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,12:30,,,40.58396,-73.9253,"(40.58396, -73.9253)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3543244,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,15:30,,,,,,COLLEGE POINT BOULEVARD         ,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543252,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,13:50,MANHATTAN,10002,40.7224,-73.99165,"(40.7224, -73.99165)",STANTON STREET                  ,CHRYSTIE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3544052,Station Wagon/Sport Utility Vehicle,OTHER,,,
10/19/2016,17:15,,,40.708904,-73.95926,"(40.708904, -73.95926)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543773,Sedan,Motorcycle,,,
10/19/2016,20:15,BROOKLYN,11207,40.674397,-73.896515,"(40.674397, -73.896515)",PENNSYLVANIA AVENUE             ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543781,Pick-up Truck,Sedan,,,
10/19/2016,18:35,,,40.731895,-73.99181,"(40.731895, -73.99181)",EAST 10 STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543528,Taxi,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,10:45,BROOKLYN,11217,40.686928,-73.98484,"(40.686928, -73.98484)",ATLANTIC AVENUE                 ,BOND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543019,Sedan,Pick-up Truck,,,
10/19/2016,16:15,QUEENS,11367,40.726196,-73.8208,"(40.726196, -73.8208)",,,144-33    72 ROAD                       ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543303,Sedan,,,,
10/19/2016,12:00,QUEENS,11414,40.64912,-73.83737,"(40.64912, -73.83737)",CROSS BAY BOULEVARD             ,165 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542995,Sedan,Sedan,,,
10/19/2016,9:56,QUEENS,11416,40.684258,-73.84604,"(40.684258, -73.84604)",101 AVENUE                      ,WOODHAVEN BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3542999,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
10/19/2016,21:40,BRONX,10464,40.853203,-73.789925,"(40.853203, -73.789925)",CITY ISLAND AVENUE              ,CROSS STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3544182,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,16:10,QUEENS,11105,40.78228,-73.914604,"(40.78228, -73.914604)",21 STREET                       ,21 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543683,Taxi,Sedan,,,
10/19/2016,7:50,BRONX,10469,40.871334,-73.86139,"(40.871334, -73.86139)",BRONXWOOD AVENUE                ,BURKE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,,,,3544398,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/19/2016,6:45,BROOKLYN,11237,40.70413,-73.93127,"(40.70413, -73.93127)",,,12        MORGAN AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3543107,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,10:50,BROOKLYN,11214,40.610275,-73.998474,"(40.610275, -73.998474)",,,1809      80 STREET                     ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3543047,Station Wagon/Sport Utility Vehicle,,,,
10/19/2016,17:40,,,40.826283,-73.92566,"(40.826283, -73.92566)",GERARD AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543232,Van,,,,
10/19/2016,9:20,,,,,,PROSPECT EXPRESSWAY EAST        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3542874,truck,Sedan,,,
10/19/2016,6:20,MANHATTAN,10005,40.705624,-74.006775,"(40.705624, -74.006775)",WATER STREET                    ,PINE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543926,Sedan,Pick-up Truck,,,
10/19/2016,20:30,,,40.76925,-73.90912,"(40.76925, -73.90912)",41 STREET                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543704,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/19/2016,8:45,,,40.78843,-73.94907,"(40.78843, -73.94907)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3544365,Sedan,Sedan,,,
10/19/2016,18:15,QUEENS,11101,40.745235,-73.937706,"(40.745235, -73.937706)",SKILLMAN AVENUE                 ,THOMSON AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543633,Sedan,Sedan,,,
