CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,19:02,,,40.803947,-73.928,"(40.803947, -73.928)",WILLIS AVE BRIDGE               ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3542680,Sedan,Taxi,,,
10/18/2016,7:15,BRONX,10453,,,,HARLEM RIVER PARK BRIDGE        ,RICHMAN PLAZA,,1,0,1,0,0,0,0,0,Unspecified,,,,,3546401,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,7:05,BROOKLYN,11234,40.592636,-73.90362,"(40.592636, -73.90362)",,,2900      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542741,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,9:38,QUEENS,11426,40.73394,-73.72405,"(40.73394, -73.72405)",HILLSIDE AVENUE                 ,84 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542381,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:00,,,40.771305,-73.87664,"(40.771305, -73.87664)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542948,Sedan,Motorcycle,,,
10/18/2016,17:55,QUEENS,11354,40.76465,-73.823494,"(40.76465, -73.823494)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3542774,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2016,12:00,QUEENS,11354,40.763264,-73.82796,"(40.763264, -73.82796)",,,36-44     UNION STREET                  ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3542530,Sedan,Sedan,,,
10/18/2016,10:36,BRONX,10463,40.88712,-73.91387,"(40.88712, -73.91387)",,,660       WEST 236 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543513,Sedan,Sedan,,,
10/18/2016,23:20,,,40.766098,-73.951096,"(40.766098, -73.951096)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543182,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,17:40,QUEENS,11379,40.722813,-73.87285,"(40.722813, -73.87285)",,,83-01     63 AVENUE                     ,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3542643,Sedan,Sedan,,,
10/18/2016,13:24,BROOKLYN,11223,40.59276,-73.96312,"(40.59276, -73.96312)",LANCASTER AVENUE                ,EAST 7 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542640,Sedan,Sedan,,,
10/18/2016,16:22,BRONX,10457,40.843136,-73.91097,"(40.843136, -73.91097)",MOUNT EDEN PARKWAY              ,SHERIDAN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3542900,Ambulance,Sedan,,,
10/18/2016,11:50,MANHATTAN,10019,40.76562,-73.98822,"(40.76562, -73.98822)",,,410       WEST 53 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542579,Box Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:00,QUEENS,11413,40.676365,-73.741196,"(40.676365, -73.741196)",,,229-01    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542712,Sedan,Sedan,,,
10/18/2016,20:15,BROOKLYN,11235,40.57828,-73.96467,"(40.57828, -73.96467)",,,3024      BRIGHTON 3 STREET             ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3542636,Sedan,Sedan,,,
10/18/2016,14:30,,,40.739864,-73.989586,"(40.739864, -73.989586)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3545086,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,6:30,,,40.728363,-73.88449,"(40.728363, -73.88449)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3542783,Sedan,UNK,,,
10/18/2016,20:30,,,40.802074,-73.93407,"(40.802074, -73.93407)",2 AVENUE                        ,EAST 124 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3548180,Sedan,,,,
10/18/2016,21:00,BROOKLYN,11216,40.669704,-73.94774,"(40.669704, -73.94774)",EASTERN PARKWAY                 ,NEW YORK AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3544483,Sedan,,,,
10/18/2016,10:26,STATEN ISLAND,10301,40.616413,-74.103516,"(40.616413, -74.103516)",CLOVE ROAD                      ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543186,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,9:10,BROOKLYN,11225,40.664158,-73.944496,"(40.664158, -73.944496)",,,535       EMPIRE BOULEVARD              ,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,,3542963,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
10/18/2016,23:50,BROOKLYN,11208,40.679607,-73.86646,"(40.679607, -73.86646)",,,456       GRANT AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3543530,Sedan,,,,
10/18/2016,14:50,BRONX,10456,40.831947,-73.91987,"(40.831947, -73.91987)",GRAND CONCOURSE                 ,EAST 166 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543122,Box Truck,Sedan,,,
10/18/2016,8:00,QUEENS,11417,40.671932,-73.85165,"(40.671932, -73.85165)",NORTH CONDUIT AVENUE            ,84 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542302,Sedan,Sedan,,,
10/18/2016,18:05,STATEN ISLAND,10304,,,,RICHMOND ROAD                   ,HASBROUCK ROAD,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542797,CEMEN,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:07,,,40.81175,-73.93144,"(40.81175, -73.93144)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Oversized Vehicle,,,,3542678,Sedan,Tractor Truck Diesel,,,
10/18/2016,3:45,BROOKLYN,11201,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET                  ,JAY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3542151,Convertible,Tractor Truck Diesel,,,
10/18/2016,13:20,MANHATTAN,10168,40.751564,-73.97638,"(40.751564, -73.97638)",,,122       EAST 42 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543554,Bus,Taxi,,,
10/18/2016,12:45,,,40.74206,-73.82453,"(40.74206, -73.82453)",LONG ISLAND EXPRESSWAY          ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3542788,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,,
10/18/2016,7:30,QUEENS,11356,40.783222,-73.84404,"(40.783222, -73.84404)",124 STREET                      ,18 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3542310,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
10/18/2016,15:30,,,40.84487,-73.92068,"(40.84487, -73.92068)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542779,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,18:35,,,40.8047,-73.91243,"(40.8047, -73.91243)",BRUCKNER BOULEVARD              ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,3545703,Pick-up Truck,Sedan,,,
10/18/2016,18:40,QUEENS,11372,40.7549,-73.873886,"(40.7549, -73.873886)",34 AVENUE                       ,94 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3542949,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2016,14:02,QUEENS,11432,40.712494,-73.78447,"(40.712494, -73.78447)",179 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542734,Sedan,Sedan,,,
10/18/2016,22:58,,,40.728947,-73.92793,"(40.728947, -73.92793)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543180,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,16:11,,,40.75927,-73.980896,"(40.75927, -73.980896)",AVENUE OF THE AMERICAS          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542587,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,9:30,QUEENS,11434,40.679935,-73.776375,"(40.679935, -73.776375)",BAISLEY BOULEVARD               ,167 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542362,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,19:53,QUEENS,11377,40.752563,-73.90526,"(40.752563, -73.90526)",BROADWAY                        ,56 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543179,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,19:30,QUEENS,11368,40.73704,-73.85939,"(40.73704, -73.85939)",59 AVENUE                       ,99 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3542828,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
10/18/2016,16:00,BROOKLYN,11211,40.708633,-73.960945,"(40.708633, -73.960945)",,,326       ROEBLING STREET               ,1,0,1,0,0,0,0,0,,,,,,3543677,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,7:45,QUEENS,11427,40.72613,-73.75658,"(40.72613, -73.75658)",GRAND CENTRAL PARKWAY           ,CLEARVIEW EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542456,Sedan,Sedan,,,
10/18/2016,8:50,,,40.70637,-73.75554,"(40.70637, -73.75554)",202 STREET                      ,HOLLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542363,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,8:40,,,40.74478,-73.93262,"(40.74478, -73.93262)",QUEENS BOULEVARD                ,32 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542494,Station Wagon/Sport Utility Vehicle,Taxi,,,
10/18/2016,6:20,BRONX,10452,40.84196,-73.915306,"(40.84196, -73.915306)",EAST 172 STREET                 ,TOWNSEND AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,,,,3543233,Dump,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,13:50,,,40.584003,-73.92157,"(40.584003, -73.92157)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543476,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,22:43,,,40.76944,-73.951866,"(40.76944, -73.951866)",YORK AVENUE                     ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3543577,Taxi,Convertible,,,
10/18/2016,14:20,,,40.762978,-73.83198,"(40.762978, -73.83198)",NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542770,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:55,MANHATTAN,10028,40.77529,-73.953636,"(40.77529, -73.953636)",EAST 82 STREET                  ,2 AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3543127,Sedan,Sedan,,,
10/18/2016,22:33,BROOKLYN,11216,40.67363,-73.95401,"(40.67363, -73.95401)",PARK PLACE                      ,BEDFORD AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3542633,Sedan,Sedan,,,
10/18/2016,8:30,,,40.771374,-73.877144,"(40.771374, -73.877144)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542784,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,11:40,,,40.77674,-73.82433,"(40.77674, -73.82433)",PARSONS BOULEVARD               ,WILLETS POINT BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542851,Sedan,Sedan,,,
10/18/2016,8:45,BROOKLYN,11238,40.686455,-73.96812,"(40.686455, -73.96812)",,,107       GREENE AVENUE                 ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542406,Sedan,Bike,,,
10/18/2016,10:20,MANHATTAN,10021,40.76906,-73.961105,"(40.76906, -73.961105)",EAST 71 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3547699,Station Wagon/Sport Utility Vehicle,Taxi,Taxi,,
10/18/2016,10:00,BRONX,10466,40.888718,-73.840034,"(40.888718, -73.840034)",,,1301      EAST 233 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542463,Sedan,,,,
10/18/2016,8:30,BROOKLYN,11222,40.73175,-73.94552,"(40.73175, -73.94552)",RUSSELL STREET                  ,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542393,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,1:05,BROOKLYN,11236,40.636593,-73.90195,"(40.636593, -73.90195)",,,1390      REMSEN AVENUE                 ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3542266,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,14:51,,,40.703472,-73.9306,"(40.703472, -73.9306)",WILSON AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3542725,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,20:40,QUEENS,11372,40.74681,-73.89176,"(40.74681, -73.89176)",ROOSEVELT AVENUE                ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542950,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,20:00,,,40.723885,-73.93838,"(40.723885, -73.93838)",MEEKER AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542886,Sedan,Sedan,,,
10/18/2016,16:47,BROOKLYN,11210,40.63908,-73.940605,"(40.63908, -73.940605)",FOSTER AVENUE                   ,EAST 38 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3542782,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:09,BROOKLYN,11229,40.600605,-73.93246,"(40.600605, -73.93246)",AVENUE V                        ,STUART STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543481,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,20:30,MANHATTAN,10029,40.790417,-73.95184,"(40.790417, -73.95184)",EAST 101 STREET                 ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543627,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,0:20,MANHATTAN,10016,40.74285,-73.97721,"(40.74285, -73.97721)",EAST 31 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542608,Sedan,Sedan,,,
10/18/2016,8:15,,,40.68655,-74.008125,"(40.68655, -74.008125)",BROOKLYN BATTERY TUNNEL         ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3542632,Station Wagon/Sport Utility Vehicle,Convertible,,,
10/18/2016,10:00,,,40.730366,-73.91388,"(40.730366, -73.91388)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3542510,Sedan,Sedan,,,
10/18/2016,18:15,,,40.746883,-73.76348,"(40.746883, -73.76348)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542750,Sedan,Convertible,,,
10/18/2016,10:30,QUEENS,11415,40.705814,-73.82575,"(40.705814, -73.82575)",126 STREET                      ,AUSTIN STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3542388,Sedan,,,,
10/18/2016,0:00,QUEENS,11436,40.680477,-73.7921,"(40.680477, -73.7921)",SUTPHIN BOULEVARD               ,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542594,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:30,,,40.716377,-73.821236,"(40.716377, -73.821236)",GRAND CENTRAL PARKWAY           ,138 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542753,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,9:52,STATEN ISLAND,10304,40.617786,-74.08111,"(40.617786, -74.08111)",VANDERBILT AVENUE               ,OSGOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543609,Sedan,Bus,,,
10/18/2016,17:10,STATEN ISLAND,10306,40.57979,-74.1275,"(40.57979, -74.1275)",ROCKLAND AVENUE                 ,NEVADA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3542743,Sedan,Sedan,Sedan,,
10/18/2016,16:55,BROOKLYN,11235,40.58655,-73.96617,"(40.58655, -73.96617)",,,2601      OCEAN PARKWAY                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3542638,Ambulance,,,,
10/18/2016,9:21,STATEN ISLAND,10301,40.613983,-74.10128,"(40.613983, -74.10128)",CLOVE ROAD                      ,SUNNYSIDE TERRACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543608,Sedan,Sedan,,,
10/18/2016,14:00,,,40.724693,-73.7541,"(40.724693, -73.7541)",HILLSIDE AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542714,Sedan,Sedan,,,
10/18/2016,15:40,MANHATTAN,10004,40.703598,-74.0144,"(40.703598, -74.0144)",STATE STREET                    ,BRIDGE STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,,,,3543218,Sedan,Bus,,,
10/18/2016,8:10,,,40.673008,-73.78809,"(40.673008, -73.78809)",150 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542517,Station Wagon/Sport Utility Vehicle,Bus,,,
10/18/2016,19:11,,,40.58867,-73.80276,"(40.58867, -73.80276)",ROCKAWAY BEACH BOULEVARD        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551985,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,16:00,QUEENS,11433,40.69999,-73.788666,"(40.69999, -73.788666)",,,107-05    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3542727,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/18/2016,6:24,,,40.696556,-73.98091,"(40.696556, -73.98091)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3542710,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,15:13,BROOKLYN,11222,40.73351,-73.94969,"(40.73351, -73.94969)",PROVOST STREET                  ,HURON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542892,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,14:35,MANHATTAN,10027,40.809643,-73.947845,"(40.809643, -73.947845)",WEST 126 STREET                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3542703,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:30,QUEENS,11435,40.701992,-73.80996,"(40.701992, -73.80996)",JAMAICA AVENUE                  ,145 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542733,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,16:30,,,40.692497,-73.87954,"(40.692497, -73.87954)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542641,Sedan,Sedan,,,
10/18/2016,17:15,,,40.718273,-74.00533,"(40.718273, -74.00533)",CHURCH STREET                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,,,,3543211,Sedan,Motorcycle,,,
10/18/2016,9:12,,,40.74163,-73.9446,"(40.74163, -73.9446)",49 AVENUE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3542843,Station Wagon/Sport Utility Vehicle,Van,,,
10/18/2016,13:00,STATEN ISLAND,10304,40.591805,-74.09923,"(40.591805, -74.09923)",CROMWELL AVENUE                 ,PLATTSBURG STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542796,Sedan,Sedan,,,
10/18/2016,17:30,BROOKLYN,11230,40.629986,-73.97157,"(40.629986, -73.97157)",OCEAN PARKWAY                   ,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543822,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,16:40,BROOKLYN,11218,40.6466,-73.97033,"(40.6466, -73.97033)",CHURCH AVENUE                   ,EAST 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3546821,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,21:00,,,40.75651,-73.89692,"(40.75651, -73.89692)",70 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542951,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,14:25,,,40.75352,-73.93448,"(40.75352, -73.93448)",29 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543083,Sedan,,,,
10/18/2016,10:15,,,40.875195,-73.888565,"(40.875195, -73.888565)",EAST 204 STREET                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3542395,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,8:30,BROOKLYN,11234,40.61661,-73.926636,"(40.61661, -73.926636)",UTICA AVENUE                    ,AVENUE O,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,,,,3543383,Sedan,Sedan,,,
10/18/2016,8:25,QUEENS,11420,40.667027,-73.81326,"(40.667027, -73.81326)",127 STREET                      ,NORTH CONDUIT AVENUE,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3542303,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,20:00,MANHATTAN,10016,40.750957,-73.98273,"(40.750957, -73.98273)",WEST 38 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543856,Sedan,Sedan,,,
10/18/2016,11:00,STATEN ISLAND,10312,40.53627,-74.18228,"(40.53627, -74.18228)",ALBEE AVENUE                    ,TENAFLY PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542706,Sedan,Sedan,,,
10/18/2016,1:30,,,40.7217,-73.835976,"(40.7217, -73.835976)",G.C.P. / JEWEL (CDR)            ,,,2,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,,,,3542202,Sedan,Sedan,,,
10/18/2016,0:00,,,40.677757,-73.87105,"(40.677757, -73.87105)",CONDUIT BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543095,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:00,QUEENS,11433,40.701237,-73.79465,"(40.701237, -73.79465)",BREWER BOULEVARD                ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542731,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,14:00,BROOKLYN,11201,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET                  ,JAY STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,3544882,,,,,
10/18/2016,18:00,,,40.87912,-73.87139,"(40.87912, -73.87139)",WEBSTER AVENUE                  ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3543950,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:20,QUEENS,11432,40.712685,-73.78371,"(40.712685, -73.78371)",,,179-09    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542761,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,18:57,MANHATTAN,10019,40.76452,-73.98078,"(40.76452, -73.98078)",,,870       7 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542693,Sedan,Taxi,,,
10/18/2016,8:00,STATEN ISLAND,10312,40.54055,-74.19321,"(40.54055, -74.19321)",RATHBUN AVENUE                  ,NIPPON AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3542705,Sedan,,,,
10/18/2016,15:00,BROOKLYN,11207,40.680664,-73.902626,"(40.680664, -73.902626)",BUSHWICK AVENUE                 ,CONWAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3547823,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,9:00,BRONX,10469,40.85778,-73.83627,"(40.85778, -73.83627)",,,2208      GUNTHER AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543199,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,18:00,BRONX,10458,40.85569,-73.881035,"(40.85569, -73.881035)",,,2475      SOUTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Passing Too Closely,Driver Inexperience,,,,3542667,Station Wagon/Sport Utility Vehicle,Sedan,,,
